frame.time_epoch,tcp.seq
"1686855131.999580566","943033"
"1686855131.999581608","944381"
"1686855132.000639977","823061"
"1686855132.001188187","945729"
"1686855132.001189279","947077"
"1686855132.002297792","948425"
"1686855132.002298874","949773"
"1686855132.003339570","951121"
"1686855132.003340592","952469"
"1686855132.004461548","953817"
"1686855132.004462650","955165"
"1686855132.005544694","956513"
"1686855132.005545736","957861"
"1686855132.006639030","959209"
"1686855132.006640132","960557"
"1686855132.007715433","961905"
"1686855132.007716495","963253"
"1686855132.008813466","964601"
"1686855132.008814658","965949"
"1686855132.009873708","967297"
"1686855132.009990237","968645"
"1686855132.010571700","907985"
"1686855132.017754797","852717"
"1686855132.020382675","924161"
"1686855132.024630628","932249"
"1686855132.025898440","936293"
"1686855132.028106209","940337"
"1686855132.028260779","941685"
"1686855132.029575500","945729"
"1686855132.035125078","956513"
"1686855132.038934276","968645"
"1686855132.061913236","945729"
"1686855133.479640631","13980"
"1686855133.484025952","13980"
"1686855133.484027234","15328"
"1686855133.484423669","16676"
"1686855133.484424751","18024"
"1686855133.484425693","19372"
"1686855133.514359613","20720"
"1686855133.514361176","22068"
"1686855133.514362238","23416"
"1686855133.514711865","24764"
"1686855133.514712907","26112"
"1686855133.541094622","27460"
"1686855133.541805228","20720"
"1686855133.567856372","24764"
"1686855133.603565063","969067"
"1686855133.604470354","969067"
"1686855133.604471987","969307"
"1686855133.604661644","970655"
"1686855133.605041798","972003"
"1686855133.605042970","973351"
"1686855133.606053800","974699"
"1686855133.606054822","976047"
"1686855133.607149329","977395"
"1686855133.607150361","978743"
"1686855133.608231983","980091"
"1686855133.608233075","981439"
"1686855133.610066801","982787"
"1686855133.610068043","984135"
"1686855133.611433299","985483"
"1686855133.611434691","986831"
"1686855133.611784398","988179"
"1686855133.611785651","989527"
"1686855133.616523544","990875"
"1686855133.616524606","992223"
"1686855133.617169268","993571"
"1686855133.617170310","994919"
"1686855133.617171241","996267"
"1686855133.617172173","997615"
"1686855133.617173105","998963"
"1686855133.617174027","1000311"
"1686855133.617624744","1001659"
"1686855133.617625856","1003007"
"1686855133.618373440","1004355"
"1686855133.618374733","1005703"
"1686855133.619099364","1007051"
"1686855133.619100356","1008399"
"1686855133.620354313","1009747"
"1686855133.620355505","1011095"
"1686855133.621355033","1012443"
"1686855133.621356055","1013791"
"1686855133.622383856","1015139"
"1686855133.622384918","1016487"
"1686855133.623449849","1017835"
"1686855133.623450941","1019183"
"1686855133.624543635","1020531"
"1686855133.624544787","1021879"
"1686855133.625587276","1023227"
"1686855133.625588528","1024575"
"1686855133.627219043","1025923"
"1686855133.627674599","1027271"
"1686855133.628365868","1028619"
"1686855133.628367020","1029967"
"1686855133.629862279","1031315"
"1686855133.629863231","1032663"
"1686855133.631045783","1034011"
"1686855133.631046845","1035359"
"1686855133.632477013","1036707"
"1686855133.632479628","1038055"
"1686855133.632955642","1039403"
"1686855133.632956865","1040751"
