frame.time_epoch,tcp.seq,ip.src
"1687812895.704070852","1480179","188.65.126.234"
"1687812895.710247673","1481527","188.65.126.234"
"1687812895.710735864","458395","188.65.126.234"
"1687812895.711195626","1482875","188.65.126.234"
"1687812895.711197582","1484223","188.65.126.234"
"1687812895.711598739","1485571","188.65.126.234"
"1687812895.711600136","469179","188.65.126.234"
"1687812895.711601044","470527","188.65.126.234"
"1687812895.711962595","473223","188.65.126.234"
"1687812895.711963573","474571","188.65.126.234"
"1687812895.712516726","1486919","188.65.126.234"
"1687812895.712518612","1488267","188.65.126.234"
"1687812895.712520568","1489615","188.65.126.234"
"1687812895.712522943","1490963","188.65.126.234"
"1687812895.712901537","478615","188.65.126.234"
"1687812895.713049273","497487","188.65.126.234"
"1687812895.713386097","501531","188.65.126.234"
"1687812895.713388053","508271","188.65.126.234"
"1687812895.713752956","513663","188.65.126.234"
"1687812895.713754842","519055","188.65.126.234"
"1687812895.714104938","533883","188.65.126.234"
"1687812895.714761471","551407","188.65.126.234"
"1687812895.715546531","556799","188.65.126.234"
"1687812895.715547928","563539","188.65.126.234"
"1687812895.715548906","566235","188.65.126.234"
"1687812895.715551281","583759","188.65.126.234"
"1687812895.715552678","594543","188.65.126.234"
"1687812895.715554145","598587","188.65.126.234"
"1687812895.716712980","602631","188.65.126.234"
"1687812895.716714447","603979","188.65.126.234"
"1687812895.716715355","610719","188.65.126.234"
"1687812895.716716821","612067","188.65.126.234"
"1687812895.717246295","634983","188.65.126.234"
"1687812895.717248181","644419","188.65.126.234"
"1687812895.717250137","648463","188.65.126.234"
"1687812895.717251534","657899","188.65.126.234"
"1687812895.717253490","659247","188.65.126.234"
"1687812895.717254957","661943","188.65.126.234"
"1687812895.717645077","678119","188.65.126.234"
"1687812895.717647452","686207","188.65.126.234"
"1687812895.717648430","691599","188.65.126.234"
"1687812895.718192363","706427","188.65.126.234"
"1687812895.718194249","715863","188.65.126.234"
"1687812895.718196135","730691","188.65.126.234"
"1687812895.718756483","744171","188.65.126.234"
"1687812895.718758438","745519","188.65.126.234"
"1687812895.718760394","753607","188.65.126.234"
"1687812895.719139897","756303","188.65.126.234"
"1687812895.719142272","758999","188.65.126.234"
"1687812895.719450806","764391","188.65.126.234"
"1687812895.719626412","776523","188.65.126.234"
"1687812895.720116070","790003","188.65.126.234"
"1687812895.720117048","806179","188.65.126.234"
"1687812895.720949398","823703","188.65.126.234"
"1687812895.720950795","827747","188.65.126.234"
"1687812895.720952192","838531","188.65.126.234"
"1687812895.720954078","839879","188.65.126.234"
"1687812895.721571145","846619","188.65.126.234"
"1687812895.721572123","852011","188.65.126.234"
"1687812895.721978798","861447","188.65.126.234"
"1687812895.721982151","873579","188.65.126.234"
"1687812895.721984526","874927","188.65.126.234"
"1687812895.722610255","887059","188.65.126.234"
"1687812895.722781880","891103","188.65.126.234"
"1687812895.723073509","897843","188.65.126.234"
"1687812895.723218730","899191","188.65.126.234"
"1687812895.723221105","900539","188.65.126.234"
"1687812895.723831327","915367","188.65.126.234"
"1687812895.723833213","919411","188.65.126.234"
"1687812895.724252950","922107","188.65.126.234"
"1687812895.724255255","926151","188.65.126.234"
"1687812895.724257211","928847","188.65.126.234"
"1687812895.724626097","939631","188.65.126.234"
"1687812895.724627983","943675","188.65.126.234"
